student_id,risk_level,title,category,priority,status,detail
ST1008,High Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 42% (11/30 sessions).
ST1008,High Risk,Work through: Lesson 01 - Software Engineering Methods,Learning resource,High,Recommended,PDF - 45 min - Foundational - Software Engineering Methods.
ST1008,High Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 5 day(s) past the due date.
ST1009,Medium Risk,Complete the non-engaged lesson: Software Measurement,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1009,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 21% (27/27 sessions).
ST1009,Medium Risk,Work through: Software Measurement,Learning resource,High,Recommended,PDF - 60 min - Advanced - Software Measurement.
ST1009,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1009,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 1 day(s) past the due date.
ST1010,Medium Risk,Complete the non-engaged lesson: Software Maintenance & Evolution,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1010,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 28% (9/26 sessions).
ST1010,Medium Risk,Work through: Software Maintenance,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Software Maintenance & Evolution.
ST1010,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1010,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 4 day(s) past the due date.
ST1011,Medium Risk,Complete the non-engaged lesson: UI/UX Design,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1011,Medium Risk,Work through: Introduction to UI/UX Design,Learning resource,High,Recommended,PDF - 45 min - Intermediate - UI/UX Design.
ST1011,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1012,Medium Risk,Complete the non-engaged lesson: UI/UX Design,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1012,Medium Risk,Work through: Lab Session 3 (Git),Learning resource,High,Recommended,URL/Lab - 60 min - Intermediate - UI/UX Design.
ST1012,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1012,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 1 day(s) past the due date.
ST1013,Medium Risk,Complete the non-engaged lesson: Software Development Models,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1013,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 21% (17/27 sessions).
ST1013,Medium Risk,Work through: Lab Session 1 Recording,Learning resource,High,Recommended,Video - 60 min - Beginner - Software Development Models.
ST1013,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1013,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 5 day(s) past the due date.
ST1014,Medium Risk,Complete the non-engaged lesson: UI/UX Design,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1014,Medium Risk,Work through: Lab Session 3 (Git),Learning resource,High,Recommended,URL/Lab - 60 min - Intermediate - UI/UX Design.
ST1014,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1014,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 1 day(s) past the due date.
ST1014,Medium Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 55 sits below the cohort mid-point.
ST1015,Medium Risk,Complete the non-engaged lesson: Requirements Engineering,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1015,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 41% (26/26 sessions).
ST1015,Medium Risk,Work through: Lesson 04 - Requirements Engineering,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Requirements Engineering.
ST1015,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1016,Medium Risk,Complete the non-engaged lesson: General,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1016,Medium Risk,Work through: Pre-reading Material,Learning resource,High,Recommended,PDF - 30 min - Foundational - General.
ST1016,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1016,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 3 day(s) past the due date.
ST1016,Medium Risk,Join the module discussion forum for peer support,Study planning,Low,Suggested,Almost no forum or chat interaction logged.
ST1017,Medium Risk,Complete the non-engaged lesson: Software Development Models,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1017,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 35% (27/30 sessions).
ST1017,Medium Risk,Lift LMS activity to three study sessions per week,Study planning,High,Pending,Engagement index 38/100 with 21 logins recorded.
ST1017,Medium Risk,Work through: Lesson 02 - Software Development Models,Learning resource,High,Recommended,PDF - 45 min - Beginner - Software Development Models.
ST1017,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1018,High Risk,Schedule an academic support meeting this week,Academic support,Critical,Alert raised,Module 02 flags high risk (score 0.85) with performance at 29/100.
ST1018,High Risk,Complete the non-engaged lesson: Requirements Engineering,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1018,High Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 52% (18/30 sessions).
ST1018,High Risk,Run timed quiz practice on the weakest topic,Revision support,High,Pending,Quiz average of 40 sits below the cohort mid-point.
ST1018,High Risk,Work through: Lesson 04 - Requirements Engineering,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Requirements Engineering.
ST1019,High Risk,Schedule an academic support meeting this week,Academic support,Critical,Alert raised,Module 02 flags high risk (score 0.85) with performance at 41/100.
ST1019,High Risk,Complete the non-engaged lesson: Software Engineering Methods,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1019,High Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 37% (26/26 sessions).
ST1019,High Risk,Run timed quiz practice on the weakest topic,Revision support,High,Pending,Quiz average of 37 sits below the cohort mid-point.
ST1019,High Risk,Work through: Lesson 01 - Software Engineering Methods,Learning resource,High,Recommended,PDF - 45 min - Foundational - Software Engineering Methods.
ST1020,Medium Risk,Complete the non-engaged lesson: General,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1020,Medium Risk,Lift LMS activity to three study sessions per week,Study planning,High,Pending,Engagement index 40/100 with 5 logins recorded.
ST1020,Medium Risk,Work through: Pre-reading Material,Learning resource,High,Recommended,PDF - 30 min - Foundational - General.
ST1020,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1020,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 4 day(s) past the due date.
ST1021,Medium Risk,Complete the non-engaged lesson: Software Engineering Methods,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1021,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 60% (14/27 sessions).
ST1021,Medium Risk,Work through: Lesson 01 - Software Engineering Methods,Learning resource,High,Recommended,PDF - 45 min - Foundational - Software Engineering Methods.
ST1021,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1021,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 1 day(s) past the due date.
ST1022,Medium Risk,Complete the non-engaged lesson: Software Measurement,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1022,Medium Risk,Work through: Software Measurement,Learning resource,High,Recommended,PDF - 60 min - Advanced - Software Measurement.
ST1022,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1022,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 1 day(s) past the due date.
ST1023,High Risk,Schedule an academic support meeting this week,Academic support,Critical,Alert raised,Module 02 flags high risk (score 0.85) with performance at 28/100.
ST1023,High Risk,Complete the non-engaged lesson: Software Measurement,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1023,High Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 40% (22/30 sessions).
ST1023,High Risk,Run timed quiz practice on the weakest topic,Revision support,High,Pending,Quiz average of 38 sits below the cohort mid-point.
ST1023,High Risk,Lift LMS activity to three study sessions per week,Study planning,High,Pending,Engagement index 34/100 with 14 logins recorded.
ST1024,Low Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 55% (12/30 sessions).
ST1024,Low Risk,Complete the non-engaged lesson: Software Maintenance & Evolution,Study planning,Medium,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1024,Low Risk,Work through: Software Maintenance,Learning resource,Medium,Recommended,PDF - 45 min - Intermediate - Software Maintenance & Evolution.
ST1024,Low Risk,Extend with advanced material to consolidate mastery,Learning resource,Low,Suggested,Low risk with strong ability - enrichment path unlocked.
ST1025,Medium Risk,Complete the non-engaged lesson: Agile & Scrum,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1025,Medium Risk,Lift LMS activity to three study sessions per week,Study planning,High,Pending,Engagement index 35/100 with 15 logins recorded.
ST1025,Medium Risk,Work through: Lesson 03 - Agile Scrum,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Agile & Scrum.
ST1025,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1025,Medium Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 36 sits below the cohort mid-point.
ST1026,Medium Risk,Complete the non-engaged lesson: Software Engineering Methods,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1026,Medium Risk,Work through: How to Install Git?,Learning resource,High,Recommended,URL/Video - 20 min - Beginner - Software Development Models.
ST1026,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1026,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 5 day(s) past the due date.
ST1027,Medium Risk,Complete the non-engaged lesson: Managing Software Projects,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1027,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 49% (11/25 sessions).
ST1027,Medium Risk,Lift LMS activity to three study sessions per week,Study planning,High,Pending,Engagement index 33/100 with 6 logins recorded.
ST1027,Medium Risk,Work through: Maven Lab - 2,Learning resource,High,Recommended,URL/Lab - 45 min - Intermediate - Managing Software Projects.
ST1027,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1028,Medium Risk,Complete the non-engaged lesson: Requirements Engineering,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1028,Medium Risk,Work through: Lesson 04 - Requirements Engineering,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Requirements Engineering.
ST1028,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1028,Medium Risk,Join the module discussion forum for peer support,Study planning,Low,Suggested,Almost no forum or chat interaction logged.
ST1029,High Risk,Schedule an academic support meeting this week,Academic support,Critical,Alert raised,Module 02 flags high risk (score 0.85) with performance at 11/100.
ST1029,High Risk,Complete the non-engaged lesson: Software Testing,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1029,High Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 35% (28/28 sessions).
ST1029,High Risk,Run timed quiz practice on the weakest topic,Revision support,High,Pending,Quiz average of 27 sits below the cohort mid-point.
ST1029,High Risk,Work through: Software Testing,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Software Testing.
ST1030,High Risk,Schedule an academic support meeting this week,Academic support,Critical,Alert raised,Module 02 flags high risk (score 0.85) with performance at 36/100.
ST1030,High Risk,Complete the non-engaged lesson: Software Measurement,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1030,High Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 50% (12/28 sessions).
ST1030,High Risk,Lift LMS activity to three study sessions per week,Study planning,High,Pending,Engagement index 40/100 with 5 logins recorded.
ST1030,High Risk,Work through: Pre-reading Material,Learning resource,High,Recommended,PDF - 30 min - Foundational - General.
ST1031,Medium Risk,Complete the non-engaged lesson: Requirements Engineering,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1031,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 29% (5/25 sessions).
ST1031,Medium Risk,Lift LMS activity to three study sessions per week,Study planning,High,Pending,Engagement index 35/100 with 12 logins recorded.
ST1031,Medium Risk,Work through: Lab Session 3 (Git),Learning resource,High,Recommended,URL/Lab - 60 min - Intermediate - UI/UX Design.
ST1031,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1032,Medium Risk,Complete the non-engaged lesson: Agile & Scrum,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1032,Medium Risk,Work through: Lesson 03 - Agile Scrum,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Agile & Scrum.
ST1032,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1032,Medium Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 31 sits below the cohort mid-point.
ST1033,Medium Risk,Complete the non-engaged lesson: UI/UX Design,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1033,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 56% (7/30 sessions).
ST1033,Medium Risk,Work through: Introduction to UI/UX Design,Learning resource,High,Recommended,PDF - 45 min - Intermediate - UI/UX Design.
ST1033,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1033,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 1 day(s) past the due date.
ST1034,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 35% (25/25 sessions).
ST1034,Medium Risk,Work through: Lab Session 3 (Git),Learning resource,High,Recommended,URL/Lab - 60 min - Intermediate - UI/UX Design.
ST1034,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1035,Low Risk,Complete the non-engaged lesson: Requirements Engineering,Study planning,Medium,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1035,Low Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 38 sits below the cohort mid-point.
ST1035,Low Risk,Work through: Lesson 04 - Requirements Engineering,Learning resource,Medium,Recommended,PDF - 45 min - Intermediate - Requirements Engineering.
ST1035,Low Risk,Extend with advanced material to consolidate mastery,Learning resource,Low,Suggested,Low risk with strong ability - enrichment path unlocked.
ST1036,Medium Risk,Complete the non-engaged lesson: Software Maintenance & Evolution,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1036,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 54% (28/30 sessions).
ST1036,Medium Risk,Lift LMS activity to three study sessions per week,Study planning,High,Pending,Engagement index 38/100 with 7 logins recorded.
ST1036,Medium Risk,Work through: Software Testing,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Software Testing.
ST1036,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1037,Medium Risk,Complete the non-engaged lesson: Managing Software Projects,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1037,Medium Risk,Work through: Maven Lab - 2,Learning resource,High,Recommended,URL/Lab - 45 min - Intermediate - Managing Software Projects.
ST1037,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1037,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 5 day(s) past the due date.
ST1037,Medium Risk,Join the module discussion forum for peer support,Study planning,Low,Suggested,Almost no forum or chat interaction logged.
ST1038,High Risk,Schedule an academic support meeting this week,Academic support,Critical,Alert raised,Module 02 flags high risk (score 0.85) with performance at 37/100.
ST1038,High Risk,Complete the non-engaged lesson: UI/UX Design,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1038,High Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 40% (28/28 sessions).
ST1038,High Risk,Work through: Introduction to UI/UX Design,Learning resource,High,Recommended,PDF - 45 min - Intermediate - UI/UX Design.
ST1038,High Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 3 day(s) past the due date.
ST1039,Medium Risk,Complete the non-engaged lesson: Software Development Models,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1039,Medium Risk,Lift LMS activity to three study sessions per week,Study planning,High,Pending,Engagement index 31/100 with 3 logins recorded.
ST1039,Medium Risk,Work through: Lab Session 2 Recording,Learning resource,High,Recommended,Video - 60 min - Beginner - Agile & Scrum.
ST1039,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1039,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 4 day(s) past the due date.
ST1040,Medium Risk,Complete the non-engaged lesson: Software Engineering Methods,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1040,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 52% (22/25 sessions).
ST1040,Medium Risk,Work through: Lesson 01 - Software Engineering Methods,Learning resource,High,Recommended,PDF - 45 min - Foundational - Software Engineering Methods.
ST1040,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1041,High Risk,Schedule an academic support meeting this week,Academic support,Critical,Alert raised,Module 02 flags high risk (score 0.85) with performance at 13/100.
ST1041,High Risk,Complete the non-engaged lesson: Software Measurement,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1041,High Risk,Run timed quiz practice on the weakest topic,Revision support,High,Pending,Quiz average of 55 sits below the cohort mid-point.
ST1041,High Risk,Work through: Software Measurement,Learning resource,High,Recommended,PDF - 60 min - Advanced - Software Measurement.
ST1042,High Risk,Schedule an academic support meeting this week,Academic support,Critical,Alert raised,Module 02 flags high risk (score 0.85) with performance at 41/100.
ST1042,High Risk,Complete the non-engaged lesson: UI/UX Design,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1042,High Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 36% (25/27 sessions).
ST1042,High Risk,Work through: Lab Session 3 (Git),Learning resource,High,Recommended,URL/Lab - 60 min - Intermediate - UI/UX Design.
ST1042,High Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 1 day(s) past the due date.
ST1043,Medium Risk,Complete the non-engaged lesson: Agile & Scrum,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1043,Medium Risk,Work through: Lab Session 02 - VCS Part 02,Learning resource,High,Recommended,PDF - 60 min - Beginner - Agile & Scrum.
ST1043,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1043,Medium Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 28 sits below the cohort mid-point.
ST1043,Medium Risk,Join the module discussion forum for peer support,Study planning,Low,Suggested,Almost no forum or chat interaction logged.
ST1044,Medium Risk,Complete the non-engaged lesson: Software Engineering Methods,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1044,Medium Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 22% (14/28 sessions).
ST1044,Medium Risk,Work through: How to Install Git?,Learning resource,High,Recommended,URL/Video - 20 min - Beginner - Software Development Models.
ST1044,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1044,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 3 day(s) past the due date.
ST1045,Low Risk,Complete the non-engaged lesson: Software Measurement,Study planning,Medium,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1045,Low Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 5 day(s) past the due date.
ST1045,Low Risk,Run timed quiz practice on the weakest topic,Revision support,Medium,Pending,Quiz average of 44 sits below the cohort mid-point.
ST1045,Low Risk,Work through: Software Measurement,Learning resource,Medium,Recommended,PDF - 60 min - Advanced - Software Measurement.
ST1046,Medium Risk,Complete the non-engaged lesson: Software Development Models,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1046,Medium Risk,Lift LMS activity to three study sessions per week,Study planning,High,Pending,Engagement index 37/100 with 6 logins recorded.
ST1046,Medium Risk,Work through: Lesson 02 - Software Development Models,Learning resource,High,Recommended,PDF - 45 min - Beginner - Software Development Models.
ST1046,Medium Risk,Progress check-in with the module tutor,Academic support,Medium,Suggested,Medium risk band - confirm the recovery plan is on track.
ST1046,Medium Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 2 day(s) past the due date.
ST1047,High Risk,Schedule an academic support meeting this week,Academic support,Critical,Alert raised,Module 02 flags high risk (score 0.85) with performance at 36/100.
ST1047,High Risk,Complete the non-engaged lesson: Requirements Engineering,Study planning,High,Pending,Lesson has no recorded engagement in the LMS activity log. 2 lessons flagged in total.
ST1047,High Risk,Catch up on missed lectures using the recordings,Revision support,High,Pending,Attendance at 52% (14/28 sessions).
ST1047,High Risk,Work through: Lesson 04 - Requirements Engineering,Learning resource,High,Recommended,PDF - 45 min - Intermediate - Requirements Engineering.
ST1047,High Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 3 day(s) past the due date.
ST1048,Low Risk,Complete the non-engaged lesson: Software Engineering Methods,Study planning,Medium,Pending,Lesson has no recorded engagement in the LMS activity log.
ST1048,Low Risk,Rebuild the assignment timeline with weekly milestones,Time management,Medium,Suggested,Last submission was 4 day(s) past the due date.
